id,name,description,xrefs
0000696,PP cell,A cell that stores and secretes pancreatic polypeptide hormone.,FMA:62938|FMA:83409
0000699,paraganglial type 1 cell,"A type of glomus or chief cell, is sensitive to hypoxia and produce catecholamines.",
0000700,dopaminergic neuron,A neuron that releases dopamine as a neurotransmitter.,BTO:0004032|FMA:84787|MESH:D059290|WBbt:0006746
0000701,paraganglia type 2 cell,Supports paraganglial type 1 cell.,
0000703,sustentacular cell,"Cell that provides some or all mechanical, nutritional and phagocytic support to their neighbors.",BTO:0002315
0000704,endothelial tip cell,A specialized endothelial cell that senses extracellular signals and guides the directed growth of blood vessels.,
0000706,choroid plexus epithelial cell,Specialized ependymal cell that produces the cerebrospinal fluid from the blood and secretes it into the lumen of the brain and spinal chord.,FMA:70549
0000708,leptomeningeal cell,Stromal cell that forms the internal covering of the vertebrate brain and produces ECM for this and the choroid plexus.,
0000710,neurecto-epithelial cell,Epithelial cells derived from neural plate and neural crest.,BTO:0004301|FMA:70557
0000711,cumulus cell,"Cumulus cell is a specialized granulosa cell that surrounds and nourishes the oocyte. This cell-type surrounds the fully-grown oocyte to form a cumulus-oocyte complex (abbr. COC). The terms cumulus oophorus cells, cumulus granulosa cells, cumulus oophorous granulosa cells, granulosa-cumulus cells are used to make a distinction between this cell and the other functionally different subpopulation of granulosa cells at the wall of the Graafian follicle.",BTO:0002236|MESH:D054885
0000723,somatic stem cell,A stem cell that can give rise to cell types of the body other than those of the germ-line.,CALOHA:TS-2086|FMA:63368|MESH:D053687
0000724,heterocyst,A differentiated cell that functions as a site of nitrogen fixation under aerobic conditions.,BTO:0000600
0000726,chlamydospore,"An asexual 1-celled spore (primarily for perennation, not dissemination). Originates endogenously and singly within part of a pre-existing cell by the contraction of the protoplast. Possesses an inner secondary and often thickened hyaline or brown wall, usually impregnated with hydrophobic material.",
0000730,leading edge cell,A cell at the front of a migrating epithelial sheet.,
0000731,urothelial cell,"A cell of a layer of transitional epithelium in the wall of the bladder, ureter, and renal pelvis, external to the lamina propria.",FMA:84127
0000737,striated muscle cell,Muscle cell which has as its direct parts myofilaments organized into sarcomeres.,BTO:0002916|CALOHA:TS-2157|FMA:86936
0000738,leukocyte,"An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.",BTO:0000751|CALOHA:TS-0549|FMA:62852|MESH:D007962
0000740,retinal ganglion cell,"The set of neurons that receives neural inputs via bipolar, horizontal and amacrine cells. The axons of these cells make up the optic nerve.",BTO:0001800|FMA:67765|MESH:D012165
0000741,spinal accessory motor neuron,"A motor neuron that is located in the cervical region of the spinal cord and selectively innervates the sternocleidmastoid or trapezius muscle. Unlike other motor neurons, they extend axons dorsally along lateral margins of the spinal cord.",
0000742,periarticular chondrocyte,A round chondrocyte that first differentiates in the late embryonic growth plate of bone.,
0000743,hypertrophic chondrocyte,"Chondrocyte that is terminally differentiated, produces type X collagen, is large in size, and often associated with the replacement of cartilage by bone (endochondral ossification).",
0000744,columnar chondrocyte,A columnar chondrocyte that differentiates in the late embryonic growth plate of bone. Columnar chondrocytes vigorously proliferate and form columns in the growth plate.,
0000745,retina horizontal cell,A neuron that laterally connects other neurons in the inner nuclear layer of the retina.,BTO:0004120
0000746,cardiac muscle cell,"Cardiac muscle cells are striated muscle cells that are responsible for heart contraction. In mammals, the contractile fiber resembles those of skeletal muscle but are only one third as large in diameter, are richer in sarcoplasm, and contain centrally located instead of peripheral nuclei.",BTO:0001539|CALOHA:TS-0115|FMA:14067|MESH:D032383
0000747,cyanophore,A pigment cell derived from the neural crest. Contains blue pigment of unknown chemical composition in fibrous organelles termed cyanosomes. This gives a blue appearance.,
0000748,retinal bipolar neuron,A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner plexiform layer.,
0000749,ON-bipolar cell,A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner half of the inner plexiform layer. These cells depolarize in response to light stimulation of their corresponding photoreceptors.,
0000750,OFF-bipolar cell,A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the outer half of the inner plexiform layer. These cells depolarize in response to light to dark transition.,
0000751,rod bipolar cell,A bipolar neuron found in the retina that is synapsed by rod photoreceptor cells but not by cone photoreceptor cells.  These neurons depolarize in response to light.,FMA:67750
0000752,cone retinal bipolar cell,A bipolar neuron found in the retina and having connections with cone photoreceptor cells and neurons in the inner plexiform layer.,
0000753,type 1 cone bipolar cell (sensu Mus),An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell body of these cells is in the middle of the inner plexiform layer. The dendritic tree is stout and the axon terminates in sublamina 1. The axonal terminal is wide and has only a few varicosities.,
0000754,type 2 cone bipolar cell (sensu Mus),"An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is not well filled and the dendrites are more delicate than in type 1 cells. The axon terminal is bushier and exhibits a dense plexus of varicosities in the inner part of sublamina 1 (Ghosh et al., 2004).  It can be differentiated from other retinal bipolar neurons by its expression of marker genes: Neto1, Lhx3 and Irx-6 (Shekhar, 2016).",
0000755,type 3 cone bipolar cell (sensu Mus),An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is delicate and the dendritic tips appear small when compared with type 1 cells. The axon terminal is stratified and restricted to sublamina 2 of the inner plexiform layer.,
0000756,type 4 cone bipolar cell (sensu Mus),An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell has a diffuse axon terminal with varicosities in sublaminae 1 and 2 of the inner plexiform layer.,
0000757,type 5 cone bipolar cell (sensu Mus),An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is restricted to sublamina 3 of the inner plexiform layer. It is narrowly stratified and branched. The dendritic tree has many delicate branches.,
0000758,type 6 cone bipolar cell (sensu Mus),"An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The cell has a loose, delicate axon terminal that opens in sublamina 3 of the inner plexiform layer and descends into sublamina 4.",
0000759,type 7 cone bipolar cell (sensu Mus),An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is narrowly stratified and are found just below a calretinin-expressing band in sublamina 4 of the inner plexiform layer.,
0000760,type 8 cone bipolar cell (sensu Mus),An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. This cell has the widest dendritic field and the widest axon terminal of all retinal bipolar cells. The axon terminal is delicate and stratified through sublaminae 4 and 5 of the inner plexiform layer.,
0000761,type 9 cone bipolar cell (sensu Mus),An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The dendritic tree is wide and the dendritic convergence indicates cone selectivity. The axon terminal is sparsely branched and terminates in sublamina 5 of the inner plexiform layer.,
0000762,nucleated thrombocyte,"A nucleated blood cell involved in coagulation, typically seen in birds and other non-mammalian vertebrates.",
0000763,myeloid cell,"A cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage.",BTO:0001441|CALOHA:TS-0647|MESH:D022423
0000764,erythroid lineage cell,A immature or mature cell in the lineage leading to and including erythrocytes.,CALOHA:TS-0290|FMA:62845|FMA:83516
0000765,erythroblast,A nucleated precursor of an erythrocyte that lacks hematopoietic lineage markers.,BTO:0001571|CALOHA:TS-0289|FMA:83504|MESH:D004900
0000766,myeloid leukocyte,"A cell of the monocyte, granulocyte, or mast cell lineage.",
0000767,basophil,"Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive.",BTO:0000129|CALOHA:TS-0073|FMA:62862
0000768,immature basophil,"Any of the immature forms of a basophil, in which basophilic specific granules are present but other phenotypic features of the mature form may be lacking.",
0000769,basophilic metamyelocyte,"A basophil precursor in the granulocytic series, being a cell intermediate in development between a basophilic myelocyte and a band form basophil. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin; chromatin becomes coarse and clumped; specific granules predominate while primary granules are rare. Markers are CD11b-positive, CD15-positive, CD16-positive, CD24-positive, CD33-positive, and CD13-positive.",FMA:84198
0000770,band form basophil,"A late basophilic metamyelocyte in which the nucleus is in the form of a curved or coiled band, not having acquired the typical multilobar shape of the mature basophil.",
0000771,eosinophil,"Any of the immature or mature forms of a granular leukocyte with a nucleus that usually has two lobes connected by one or more slender threads of chromatin, and cytoplasm containing coarse, round granules that are uniform in size and which can be stained by the dye eosin. Eosinophils are CD9-positive, CD191-positive, and CD193-positive.",BTO:0000399|CALOHA:TS-0279|FMA:62861|MESH:D004804
0000772,immature eosinophil,"Any of the immature forms of an eosinophil, in which eosinophilic specific granules are present but other phenotypic features of the mature form may be lacking.",
0000773,eosinophilic metamyelocyte,"A eosinophil precursor in the granulocytic series, being a cell intermediate in development between a eosinophilic myelocyte and a band form eosinophil. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin; chromatin becomes coarse and clumped; specific granules predominate while primary granules are rare. Markers are integrin alpha-M-positive, fucosyltransferase FUT4-positive, low affinity immunoglobulin gamma Fc region receptor III-positive, CD33-positive, CD24-positive and aminopeptidase N-negative.",
0000774,band form eosinophil,"A late eosinophilic metamyelocyte in which the nucleus is in the form of a curved or coiled band, not having acquired the typical multilobar shape of the mature eosinophil.",
0000775,neutrophil,"Any of the immature or mature forms of a granular leukocyte that in its mature form has a nucleus with three to five lobes connected by slender threads of chromatin, and cytoplasm containing fine inconspicuous granules and stainable by neutral dyes.",BTO:0000130|CALOHA:TS-0688|FMA:62860|MESH:D009504
0000776,immature neutrophil,Any of the immature forms of a neutrophil in which neutrophilic specific granules are present but other phenotypic features of the mature form may be lacking.,
0000777,mesangial phagocyte,"A tissue-resident macrophage of the renal glomerular mesangium involved in the disposal and degradation of filtration residues, presentation of antigen to T cells and in tissue remodeling.",
0000778,mononuclear osteoclast,"A specialized mononuclear osteoclast associated with the absorption and removal of bone, precursor of multinuclear osteoclasts.",
0000779,multinuclear osteoclast,A specialized multinuclear osteoclast associated with the absorption and removal of bone.,
0000780,multinuclear odontoclast,A specialized multinuclear osteoclast associated with the absorption and removal of cementum.,
0000781,mononuclear odontoclast,A specialized mononuclear osteoclast associated with the absorption and removal of cementum.,
0000782,myeloid dendritic cell,A dendritic cell of the myeloid lineage.,BTO:0004721
0000783,multinucleated phagocyte,A phagocyte formed by the fusion of mononuclear phagocytes.,
0000784,plasmacytoid dendritic cell,"A dendritic cell type of distinct morphology, localization, and surface marker expression (CD123-positive) from other dendritic cell types and associated with early stage immune responses, particularly the release of physiologically abundant amounts of type I interferons in response to infection.",BTO:0004625
0000785,mature B cell,"A B cell that is mature, having left the bone marrow. Initially, these cells are IgM-positive and IgD-positive, and they can be activated by antigen.",
0000786,plasma cell,"A terminally differentiated, post-mitotic, antibody secreting cell of the B cell lineage with the phenotype CD138-positive, surface immunonoglobulin-negative, and MHC Class II-negative. Plasma cells are oval or round with extensive rough endoplasmic reticulum, a well-developed Golgi apparatus, and a round nucleus having a characteristic cartwheel heterochromatin pattern and are devoted to producing large amounts of immunoglobulin.",BTO:0000392|FMA:70574|MESH:D010950
0000787,memory B cell,"A memory B cell is a mature B cell that is long-lived, readily activated upon re-encounter of its antigenic determinant, and has been selected for expression of higher affinity immunoglobulin. This cell type has the phenotype CD19-positive, CD20-positive, MHC Class II-positive, and CD138-negative.",
0000788,naive B cell,"A naive B cell is a mature B cell that has the phenotype surface IgD-positive, surface IgM-positive, CD20-positive, CD27-negative and that has not yet been activated by antigen in the periphery.",
0000789,alpha-beta T cell,A T cell that expresses an alpha-beta T cell receptor complex.,
0000790,immature alpha-beta T cell,An alpha-beta T cell that has an immature phenotype and has not completed T cell selection.,
0000791,mature alpha-beta T cell,A alpha-beta T cell that has a mature phenotype.,
0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell","A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",
0000793,"CD4-positive, alpha-beta intraepithelial T cell","A CD4-positive, alpha-beta T cell that is found in the columnar epithelium of the gastrointestinal tract.",
0000794,"CD8-positive, alpha-beta cytotoxic T cell","A CD8-positive, alpha-beta T cell that is capable of killing target cells in an antigen specific manner with the phenotype perforin-positive and granzyme B-positive.",CALOHA:TS-0190|FMA:70573
0000795,"CD8-positive, alpha-beta regulatory T cell","A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",
0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,
0000797,alpha-beta intraepithelial T cell,A mature alpha-beta T cell of the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,
0000798,gamma-delta T cell,A T cell that expresses a gamma-delta T cell receptor complex.,
0000799,immature gamma-delta T cell,A gamma-delta T cell that has an immature phenotype.,
0000800,mature gamma-delta T cell,A gamma-delta T cell that has a mature phenotype. These cells can be found in tissues and circulation where they express unique TCR repertoire depending on their location.,
0000801,gamma-delta intraepithelial T cell,A mature gamma-delta T cell that is found in the columnar epithelium of the gastrointestinal tract. These cells participate in mucosal immune responses.,
0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",A gamma-delta intraepithelial T cell that has the phenotype CD8-alpha alpha-positive.,
0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,A gamma-delta intraepithelial T cell that has the phenotype CD4-negative and CD8-negative.,
0000805,immature single positive thymocyte,"A thymocyte that has the phenotype CD4-negative, CD8-positive, CD44-negative, CD25-negative, and pre-TCR-positive.",
0000806,DN2 thymocyte,"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",
0000807,DN3 thymocyte,"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",
0000808,DN4 thymocyte,"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",
0000809,"double-positive, alpha-beta thymocyte",A thymocyte expressing the alpha-beta T cell receptor complex as well as both the CD4 and CD8 coreceptors.,
0000810,"CD4-positive, alpha-beta thymocyte",An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,
0000811,"CD8-positive, alpha-beta thymocyte",An immature alpha-beta T cell that is located in the thymus and is CD8-positive and CD4-negative.,
0000813,memory T cell,"A long-lived, antigen-experienced T cell that has acquired a memory phenotype including distinct surface markers and the ability to differentiate into an effector T cell upon antigen reexposure.",BTO:0003435
0000814,mature NK T cell,A mature alpha-beta T cell of a distinct lineage that bears natural killer markers and a T cell receptor specific for a limited set of ligands. NK T cells have activation and regulatory roles particularly early in an immune response.,
0000815,regulatory T cell,A T cell which regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.,BTO:0004520|FMA:84070|MESH:D050378
0000816,immature B cell,"An immature B cell is a B cell that has the phenotype surface IgM-positive and surface IgD-negative, and have not undergone class immunoglobulin class switching or peripheral encounter with antigen and activation.",
0000817,precursor B cell,A precursor B cell is a B cell with the phenotype CD10-positive.,BTO:0001133|CALOHA:TS-0819
0000818,transitional stage B cell,"An immature B cell of an intermediate stage between the pre-B cell stage and the mature naive stage with the phenotype surface IgM-positive and CD19-positive, and are subject to the process of B cell selection. A transitional B cell migrates from the bone marrow into the peripheral circulation, and then to the spleen.",
0000819,B-1 B cell,"A B cell of distinct lineage and surface marker expression. B-1 B cells are thought to be the primary source of natural IgM immunoglobulin, that is, IgM produced in large quantities without prior antigenic stimulation and generally reactive against various microorganisms, as well as the source of T-independent IgA immunoglobulin in the mucosal areas. These cells are CD43-positive.",
0000820,B-1a B cell,A B-1 B cell that has the phenotype CD5-positive.,
0000821,B-1b B cell,"A B-1 B cell that has the phenotype CD5-negative, but having other phenotypic attributes of a B-1 B cell.",
0000822,B-2 B cell,A conventional B cell subject to antigenic stimulation and dependent on T cell help and with a distinct surface marker expression pattern from B-1 B cells. These cells are CD43-negative.,
0000823,immature natural killer cell,A natural killer cell that is developmentally immature and expresses natural killer cell receptors (NKR).,
0000824,mature natural killer cell,A natural killer cell that is developmentally mature and expresses a variety of inhibitory and activating receptors that recognize MHC class I and other stress related molecules.,
0000825,pro-NK cell,"A lymphoid progenitor cell that is committed to the natural killer cell lineage, expressing CD122 (IL-15) receptor, but lacking many of the phenotypic characteristics of later stages of natural killer cell development such as expression of NK activating and inhibitory molecules. In human this cell has the phenotype CD34-positive, CD45RA-positive, CD10-positive, CD117-negative, and CD161 negative.",
0000826,pro-B cell,"A progenitor cell of the B cell lineage, with some lineage specific activity such as early stages of recombination of B cell receptor genes, but not yet fully committed to the B cell lineage until the expression of PAX5 occurs.",BTO:0003104
0000827,pro-T cell,"A lymphoid progenitor cell of the T cell lineage, with some lineage specific marker expression, but not yet fully committed to the T cell lineage.",
0000828,thromboblast,"A progenitor cell of the thrombocyte, a nucleated blood cell involved in coagulation typically seen in birds and other non-mammalian vertebrates.",
0000829,basophilic myeloblast,A myeloblast committed to the basophil lineage.,
0000830,basophilic promyelocyte,A promyelocyte committed to the basophil lineage.,FMA:84208
0000831,mast cell progenitor,"A progenitor cell of the mast cell lineage. Markers for this cell are FceRIa-low, CD117-positive, CD9-positive, T1/ST2-positive, SCA1-negative, and lineage-negative.",
0000832,eosinophilic myeloblast,A myeloblast committed to the eosinophil lineage.,
0000833,eosinophilic promyelocyte,A promyelocyte committed to the eosinophil lineage.,FMA:84199
0000834,neutrophil progenitor cell,A progenitor cell of the neutrophil lineage.,
0000835,myeloblast,"The most primitive precursor in the granulocytic series, having fine, evenly distributed chromatin, several nucleoli, a high nuclear-to-cytoplasmic ration (5:1-7:1), and a nongranular basophilic cytoplasm. They reside in the bone marrow.",BTO:0000187|FMA:83524
0000836,promyelocyte,"A precursor in the granulocytic series, being a cell intermediate in development between a myeloblast and myelocyte, that has distinct nucleoli, a nuclear-to-cytoplasmic ratio of 5:1 to 3:1, and containing a few primary cytoplasmic granules. Markers for this cell are fucosyltransferase FUT4-positive, CD33-positive, integrin alpha-M-negative, low affinity immunoglobulin gamma Fc region receptor III-negative, and CD24-negative.",CALOHA:TS-0825|FMA:83530
0000837,hematopoietic multipotent progenitor cell,"A hematopoietic multipotent progenitor cell is multipotent, but not capable of long-term self-renewal. These cells are characterized as lacking lineage cell surface markers and being CD34-positive in both mice and humans.",BTO:0000725|CALOHA:TS-0448
0000838,lymphoid lineage restricted progenitor cell,A progenitor cell restricted to the lymphoid lineage.,BTO:0004731|CALOHA:TS-2025|FMA:70338
0000839,myeloid lineage restricted progenitor cell,A progenitor cell restricted to the myeloid lineage.,BTO:0004730|CALOHA:TS-2099|FMA:70339
0000840,immature conventional dendritic cell,"An immature cell of the conventional dendritic cell lineage, characterized by high levels of antigen uptake via endocytosis, macropinocytosis, and phagocytosis, and typically found resident in the tissues. Markers for this cell are CD80-low, CD86-low, and MHC-II-low.",
0000841,mature conventional dendritic cell,"A mature cell of the conventional dendritic cell lineage, characterized by a high capacity for antigen presentation and typically found in a lymph node.",FMA:83038
0000842,mononuclear cell,A leukocyte with a single non-segmented nucleus in the mature form.,BTO:0000878|CALOHA:TS-0768|FMA:86713
0000843,follicular B cell,"A resting mature B cell that has the phenotype IgM-positive, IgD-positive, CD23-positive and CD21-positive, and found in the B cell follicles of the white pulp of the spleen or the corticol areas of the peripheral lymph nodes. This cell type is also described as being CD19-positive, B220-positive, AA4-negative, CD43-negative, and CD5-negative.",
0000844,germinal center B cell,A rapidly cycling mature B cell that has distinct phenotypic characteristics and is involved in T-dependent immune responses and located typically in the germinal centers of lymph nodes. This cell type expresses Ly77 after activation.,
0000845,marginal zone B cell of spleen,"A mature B cell that is located in the marginal zone of the spleen with the phenotype CD23-negative and CD21-positive and expressing a B cell receptor usually reactive to bacterial cell wall components or senescent self components such as oxidized-LDL. This cell type is also described as being CD19-positive, B220-positive, IgM-high, AA4-negative, CD35-high.",
0000846,vestibular dark cell,An epithelial cell of the vestibular sensory organ that is characterized by intense enzymatic activities and numerous basal membrane infoldings.,
0000847,ciliated olfactory receptor neuron,An olfactory receptor cell in which the apical ending of the dendrite is a pronounced ciliated olfactory knob.,
0000848,microvillous olfactory receptor neuron,An olfactory receptor cell in which the apical ending of the dendrite is a knob that bears numerous microvilli.,
0000849,crypt olfactory receptor neuron,An olfactory receptor cell with short cilia growing in an invagination bordered by microvilli.,
0000850,serotonergic neuron,A neuron that releases serotonin as a neurotransmitter.,FBbt:00005133|MESH:D059326|WBbt:0006837
0000851,neuromast mantle cell,"Neuromast mantle cell is a non-sensory cell. Neuromast mantle cells surround the neuromast support cells and neuromast hair cells, separating the neuromast from the epidermis, and secrete cupula in which the ciliary bundles of all the hair cells are embedded.",
0000852,neuromast supporting cell,Neuromast support cell is a non-sensory cell of the neuromast that extend between the sensory hair cells from the basement membrane to the apical surface; neuromast support cells are surrounded by neuromast mantle cells.,
0000853,olfactory epithelial supporting cell,"Olfactory epithelial support cell is a columnar cell that extends from the epithelial free margin to the basement membrane of the olfactory epithelium. This cell type has a large, vertically, elongate, euchromatic nucleus, along with other nuclei, forms a layer superficial to the cell body of the receptor cell; sends long somewhat irregular microvilli into the mucus layer; at the base, with expanded end-feet containing numerous lamellated dense bodies resembling lipofuscin of neurons.",FMA:62302
0000854,interneuromast cell,Interneuromast cell is a neuroectodermal cell deposited by the migrating lateral line primordium between the neuromasts. Interneuromast cells proliferate and migrate to form additional neuromasts.,
0000855,sensory hair cell,Hair cell is a mechanoreceptor cell that is sensitive to movement of the hair-like projections (stereocilia and kinocilia) which relay the information centrally in the nervous system.,BTO:0004744
0000856,neuromast hair cell,Neuromast hair cell is a hair cell that acts as a sensory receptor of the neuromast; it is morphologically polarized as a result of the relative position of the single kinocilium and the clusters of stereocilia on its apical surface.,
0000857,slow muscle myoblast,A skeletal muscle myoblast that differentiates into slow muscle fibers.,
0000858,fast muscle myoblast,A skeletal muscle myoblast that differentiates into fast muscle fibers.,
0000860,classical monocyte,"A monocyte that responds rapidly to microbial stimuli by secreting cytokines and antimicrobial factors and which is characterized by high expression of CCR2 in both rodents and humans, negative for the lineage markers CD3, CD19, and CD20, and of larger size than non-classical monocytes.",
0000861,elicited macrophage,"A macrophage which develops from an inflammatory monocyte and is recruited into the tissues in response to injury and infection as part of an inflammatory response. Markers include CD11b-positive, CD68-positive, and F4/80-positive.",FMA:84643|FMA:84645
0000862,suppressor macrophage,A macrophage that suppresses immune responses.,
0000863,inflammatory macrophage,"An elicited macrophage that is recruited into the tissues in response to injury and infection as part of an inflammatory response, expresses high levels of pro-inflammatory cytokines, ROS and NO, and shows potent microbicidal activity.",
0000864,tissue-resident macrophage,"A macrophage constitutively resident in a particular tissue under non-inflammatory conditions, and capable of phagocytosing a variety of extracellular particulate material, including immune complexes, microorganisms, and dead cells.",FMA:84642|FMA:84644
0000865,gastrointestinal tract (lamina propria) macrophage,A gut-associated lymphoid tissue macrophage found in lamina propria of the gut.,
0000866,thymic macrophage,"A tissue-resident macrophage resident found in the thymus, involved in the clearance of apoptotic thymocytes.",
0000867,secondary lymphoid organ macrophage,A tissue-resident macrophage found in a secondary lymphoid organ.,
0000868,lymph node macrophage,A secondary lymphoid organ macrophage found in a lymph node. This cell is CD169-high.,
0000869,tonsillar macrophage,A gut-associated lymphoid tissue macrophage found in tonsils.,
0000870,Peyer's patch macrophage,A gut-associated lymphoid tissue macrophage found in the Peyer's patches.,
0000871,splenic macrophage,A secondary lymphoid organ macrophage found in the spleen.,FMA:83026
0000872,splenic marginal zone macrophage,"A splenic macrophage found in the marginal zone of the spleen, involved in recognition and clearance of particulate material from the splenic circulation. Markers include F4/80-negative, MARCO-positive, SR-A-positive, SIGN-R1-positive, and Dectin2-positive.",
0000873,splenic metallophillic macrophage,"A splenic macrophage found in the areas surrounding the white pulp of the spleen, adjacent to the marginal sinus. Markers include F4/80-negative, Dectin2-low, sialoadhesin-positive.",
0000874,splenic red pulp macrophage,"A splenic macrophage found in the red-pulp of the spleen, and involved in immune responses to blood-borne pathogens and in the clearance of senescent erythrocytes. Markers include F4/80-positive, CD68-positive, MR-positive, Dectin2-positive, macrosialin-positive, and sialoadhesin-low.",
0000875,non-classical monocyte,"A type of monocyte characterized by low expression of CCR2, low responsiveness to monocyte chemoattractant CCL2/MCP1, low phagocytic activity, and decrease size relative to classical monocytes, but increased co-stimulatory activity. May also play a role in tissue repair.",
0000876,splenic white pulp macrophage,"A splenic macrophage found in the white pulp of the spleen. Markers include F4/80-negative, CD68-positive, and macrosialin-positive.",
0000877,splenic tingible body macrophage,A splenic white pulp macrophage found in and around the germinal centers of the white pulp of the spleen that participates in phagocytosis of apoptotic B cells from the germinal centers. A marker for a cell of this type is Mertk-positive.,
0000878,central nervous system macrophage,A tissue-resident macrophage found in the central nervous system.,
0000879,meningeal macrophage,A central nervous system macrophage found in the meninges (the three membranes that surround the brain). This macrophage types is highly phagocytic and expresses scavenger receptors.,
0000880,choroid-plexus macrophage,A central nervous system macrophage found at the interface between the blood and the cerebrospinal fluid in the brain. This cell expresses scavenger receptors.,
0000881,perivascular macrophage,A central nervous system macrophage found in small blood vessels in the brain. Markers include CD14+CD16+CD163+.,
0000882,thymic medullary macrophage,A thymic macrophage found in the thymic medulla.,
0000883,thymic cortical macrophage,A thymic macrophage found in the thymic cortex.,
0000884,mucosa-associated lymphoid tissue macrophage,A tissue-resident macrophage found in the mucosa associated lymphoid tissue.,
0000885,gut-associated lymphoid tissue macrophage,A mucosa-associated lymphoid tissue macrophage found in the mucosa-associated lymphoid tissues of the gut.,
0000886,nasal and broncial associated lymphoid tissue macrophage,A mucosa-associated lymphoid tissue macrophage found in the nasal and bronchial mucosa-associated lymphoid tissues.,
0000887,lymph node subcapsular sinus macrophage,"A lymph node macrophage found in the subcapsular sinus of lymph nodes that participates in sensing, clearance, and antigen presentation of lymph-borne particulate antigens. This macrophage is capable of activating invaraint NKT cells and is CD169-positive.",
0000888,lymph node tingible body macrophage,"A lymph node macrophage found in the cortex of lymph nodes, in particular in and around the germinal centers, and that participates in phagocytosis of apoptotic B cells from the germinal centers.",
0000889,myeloid suppressor cell,"An immature myeloid leukocyte of heterogeneous phenotype found particularly in cancer and sepsis patients that is capable of suppressing activity of T cells in ex vivo assays. This cell type is CD45-positive, CD11b-positive.",
0000890,alternatively activated macrophage,"An elicited macrophage characterized by low production of pro-inflammatory and Th1 polarizing cytokines and high expression of arginase-1, and associated with tissue remodelling.",
0000891,foam cell,"A type of cell containing lipids in small vacuoles and typically seen in atherolosclerotic lesions, as well as other conditions.",BTO:0003872|FMA:83586|MESH:D005487
0000892,smooth muscle cell derived foam cell,"A type of foam cell derived from a smooth muscle cell containing lipids in small vacuoles and typically seen in atherolosclerotic lesions, as well as other conditions.",
0000893,thymocyte,An immature T cell located in the thymus.,BTO:0001372|CALOHA:TS-1042|FMA:72202|MESH:D060168|XAO:0003159
0000894,DN1 thymic pro-T cell,"A pro-T cell that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-negative.",
